"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"y"
0,287577520124614;0,238726026844233;0,986054297303781;0,237229697406292;0,47068183356896;0,273622734239325;0,85859140730463;0,233239737572148;0,639185810694471;0,155264135915786;10,5949745442044
0,788305135443807;0,962358936434612;0,137067471398041;0,686490351101384;0,365845473250374;0,593866932671517;0,887384754605591;0,230653600767255;0,124822397250682;0,845851005520672;17,165301644007
0,4089769218117;0,601365725975484;0,90530958166346;0,225818423321471;0,121272054268047;0,160184813430533;0,48909149854444;0,0617262739688158;0,255265783751383;0,214380425633863;13,1124917699091
0,883017404004931;0,515029727248475;0,576301837572828;0,318494588136673;0,046993680531159;0,853430238785222;0,718091808957979;0,497118609258905;0,82057468732819;0,669873244827613;13,303439879002
0,940467284293845;0,402573342202231;0,395448859082535;0,173983816755936;0,262796304188669;0,847739157732576;0,486705572577193;0,24412508867681;0,803780392976478;0,61775645124726;10,0046622806461
0,0455564993899316;0,880246541230008;0,449802484130487;0,801429583691061;0,968641167972237;0,477886812528595;0,988708860939369;0,758185538928956;0,0458346307277679;0,0499997769948095;15,2049496788349
0,528105488047004;0,364091864787042;0,70650190114975;0,14628205797635;0,488495482364669;0,773692122427747;0,0647511295974255;0,547302677528933;0,87553172186017;0,949398775584996;10,6877877647529
0,892419044394046;0,288239280693233;0,0825027457904071;0,822717391652986;0,477822029730305;0,295400080503896;0,157662777928635;0,948066896293312;0,128009089967236;0,582552031613886;23,7484157045623
0,551435014465824;0,170645235106349;0,339312580181286;0,330997828627005;0,748792881146073;0,0656281118281186;0,785348618403077;0,0861721923574805;0,608831403544173;0,860954337054864;11,1689097097859
0,456614735303447;0,172171746380627;0,680787551216781;0,374169387854636;0,667640231316909;0,44053312484175;0,542188289808109;0,947882584994659;0,469566873274744;0,51846724934876;9,73138511184573
0,956833345349878;0,48204260552302;0,316949248081073;0,629745423793793;0,0494155967608094;0,462098857853562;0,416547345230356;0,722398868063465;0,55729108559899;0,266127483453602;19,9380078729733
0,453334156190977;0,252964928513393;0,831568598048761;0,0966337430290878;0,695105244405568;0,340934370178729;0,998882649000734;0,922004604712129;0,730392784578726;0,597377663478255;12,9981176137975
0,677570635452867;0,21625478961505;0,215172082651407;0,0219937153160572;0,363261566730216;0,185140318702906;0,255673117004335;0,613840943668038;0,469858688767999;0,795576084172353;6,88251841488639
0,572633401956409;0,674376388080418;0,497948936186731;0,993044780334458;0,884133607381955;0,506997726857662;0,507875671144575;0,160966501338407;0,988610059022903;0,689286037581041;24,187606463325
0,102924682665616;0,0476636274252087;0,276049672625959;0,583938845666125;0,775297229643911;0,019191030645743;0,0789711775723845;0,18294069217518;0,984668384538963;0,480631644604728;10,6618156805614
0,899824970401824;0,700853087473661;0,192023318726569;0,781823065131903;0,139203641330823;0,773686039494351;0,813668364426121;0,730183562031016;0,393284681020305;0,465929388767108;19,7677712710824
0,24608773435466;0,351888638455421;0,950621264055371;0,891896122600883;0,295009271241724;0,55966507922858;0,382179160136729;0,589525650488213;0,608847137540579;0,618412335170433;17,3697848429504
0,0420595335308462;0,408943997928873;0,321725537767634;0,754865453578532;0,12608278542757;0,64146263920702;0,802182707935572;0,312482362613082;0,345483730081469;0,449270514305681;8,09289450145535
0,327920719282702;0,820951323956251;0,478456383803859;0,979203730123118;0,58990162378177;0,468432118650526;0,197923636762425;0,772794398944825;0,437112562125549;0,602707532700151;20,5210287641319
0,954503649147227;0,918857348151505;0,0279925719369203;0,0441470679361373;0,561675608856604;0,279223810648546;0,946399770211428;0,336298202164471;0,22913196333684;0,00460897409357131;13,2220930757089
0,889539316063747;0,282528330106288;0,547459468012676;0,90340088470839;0,688721120124683;0,461216570343822;0,345672474242747;0,855676691047847;0,00607224809937179;0,994994512526318;19,4589036938043
0,6928034061566;0,961104793706909;0,644240220542997;0,865500814048573;0,311270809033886;0,792738341726363;0,522050247294828;0,580528493504971;0,0238768882118165;0,406462448416278;19,1374896077988
0,640506813768297;0,728394428268075;0,596263544633985;0,775407591369003;0,605586841469631;0,585565576329827;0,111688006436452;0,415722651407123;0,0587584283202887;0,117951637133956;22,3107229942789
0,994269776623696;0,686375082004815;0,321937375701964;0,376816416857764;0,991034318925813;0,394758985843509;0,885974851204082;0,932572785299271;0,764575645094737;0,86953909532167;18,657781771566
0,655705799115822;0,0528439427725971;0,891114312456921;0,042108048684895;0,743204915197566;0,811237349640578;0,95425497321412;0,4626988414675;0,46904400549829;0,540192956570536;6,63443412064102
0,708530468167737;0,395220134640113;0,626256947405636;0,364411081653088;0,0758571303449571;0,318563093896955;0,0403807631228119;0,0993463299237192;0,850831880234182;0,88159766793251;12,2764129648592
0,544066024711356;0,477845379849896;0,302904915297404;0,273751269793138;0,451168906409293;0,581447338219732;0,4936161886435;0,465449363226071;0,581719390582293;0,0375398390460759;14,7130779342966
0,59414202044718;0,56025326368399;0,388204663759097;0,85046748071909;0,0535369345452636;0,455488957930356;0,226063704816625;0,984083857620135;0,186888262396678;0,88143396214582;19,0905667119996
